vehicle_type,second_vehicle_type,date,time,road_has_pavement,distance_to_nearest_traffic_tight,speed_limit,estimated_speed_of_collision,seat_belt_used,injury_sustained,lethal,land_use,city
Motorbike,Bicycle,20/02/18,16:26,0,10,20,34,N/A,1,0,Residential,Mombasa
Car,Motorbike,19/08/18,02:37,0,19,20,27,0,1,0,Agricultural,Eldoret
Motorbike,Car,12/01/18,20:26,1,25,70,75,1,1,0,Commercial,Kisumu
Motorbike,Car,05/02/18,20:28,1,22,40,38,1,1,0,Residential,Nairobi
Pedestrian,Car,03/11/18,10:40,1,22,30,44,1,1,0,Industrial,Nakuru
Car,Car,10/12/18,11:36,1,19,50,42,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,20/04/18,20:28,0,10,30,24,N/A,1,0,Residential,Mombasa
Car,Car,26/08/18,09:12,0,2,50,48,1,1,0,Residential,Nairobi
Pedestrian,Car,11/02/18,10:13,0,30,40,52,0,1,0,Residential,Nakuru
Pedestrian,Motorbike,24/07/18,08:58,1,30,20,22,N/A,1,0,Commercial,Nakuru
Bicycle,Car,06/09/18,13:33,0,27,40,49,1,1,0,Transport,Nairobi
Car,Motorbike,18/01/18,19:41,0,20,40,38,1,1,0,Agricultural,Nairobi
Bicycle,Car,26/03/18,01:27,0,8,30,30,1,1,0,Industrial,Nairobi
Car,Car,11/12/18,08:22,1,9,50,48,0,1,0,Commercial,Kikuyu
Motorbike,Car,22/12/18,01:59,0,4,40,40,1,1,0,Commercial,Nairobi
Motorbike,Bicycle,21/08/18,08:24,0,20,50,46,N/A,1,0,Industrial,Nairobi
Car,Car,26/12/18,10:43,1,22,60,60,1,1,1,Residential,Mombasa
Bicycle,Bicycle,25/04/18,09:08,1,19,20,23,N/A,1,0,Residential,Nairobi
Car,Car,22/05/18,06:24,1,6,40,42,1,1,0,Residential,Nairobi
Bicycle,Pedestrian,28/04/18,09:45,0,1,30,33,N/A,0,0,Residential,Nairobi
Motorbike,Car,23/02/18,19:52,0,26,50,56,0,1,0,Residential,Nairobi
Bicycle,Bicycle,11/08/18,20:50,0,13,20,18,N/A,1,0,Residential,Nairobi
Motorbike,Car,24/07/18,08:10,1,0,50,42,0,1,0,Residential,Eldoret
Bicycle,Bicycle,01/03/18,20:59,0,18,20,23,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,19/11/18,08:02,0,15,30,30,N/A,1,0,Residential,Nakuru
Car,Car,03/07/18,09:01,0,18,50,52,1,1,0,Residential,Mombasa
Car,Car,09/08/18,19:33,1,19,70,72,1,1,1,Industrial,Nairobi
Motorbike,Car,15/01/18,08:21,1,10,40,40,1,1,0,Commercial,Nairobi
Car,Pedestrian,28/05/18,17:46,1,14,50,60,1,0,0,Commercial,Nairobi
Car,Car,19/01/18,18:15,1,15,60,53,1,1,0,Commercial,Nairobi
Car,Motorbike,28/01/18,08:32,0,8,40,29,1,1,0,Agricultural,Nairobi
Car,Bicycle,07/12/18,17:50,0,11,40,38,1,0,0,Residential,Nairobi
Pedestrian,Motorbike,16/03/18,08:29,0,7,40,45,N/A,1,0,Residential,Nairobi
Pedestrian,Car,12/03/18,17:02,0,13,30,25,0,0,0,Agricultural,Nairobi
Car,Bicycle,07/03/18,19:30,0,7,40,39,1,1,0,Residential,Nakuru
Motorbike,Motorbike,11/12/18,20:56,0,14,20,13,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,11/09/18,09:52,0,4,50,46,1,1,1,Residential,Kehancha
Pedestrian,Pedestrian,02/08/18,08:54,0,20,40,27,N/A,0,0,Agricultural,Nairobi
Motorbike,Pedestrian,12/04/18,19:34,1,12,20,17,N/A,1,0,Residential,Nairobi
Bicycle,Bicycle,05/03/18,16:28,0,26,20,20,N/A,1,0,Agricultural,Eldoret
Car,Car,06/01/18,19:01,0,17,60,49,0,1,0,Agricultural,Nairobi
Car,Motorbike,17/05/18,19:28,1,21,60,56,1,1,0,Commercial,Nairobi
Motorbike,Car,23/07/18,15:06,1,2,40,29,1,1,0,Commercial,Mombasa
Motorbike,Pedestrian,08/10/18,08:08,0,25,20,16,N/A,1,0,Residential,Nairobi
Car,Car,26/06/18,19:56,1,22,50,50,1,1,0,Residential,Mombasa
Bicycle,Pedestrian,26/11/18,08:53,1,11,30,41,N/A,1,0,Transport,Nairobi
Bicycle,Motorbike,23/06/18,07:45,0,22,40,44,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,24/12/18,17:41,0,27,50,44,1,1,0,Residential,Nairobi
Car,Car,02/10/18,19:41,1,16,50,50,1,1,0,Industrial,Kikuyu
Car,Car,01/12/18,20:59,0,24,70,67,0,1,1,Residential,Mombasa
Car,Car,27/12/18,20:08,1,5,60,60,1,1,0,Residential,Mombasa
Car,Car,25/12/18,23:02,0,38,60,64,1,1,1,Agricultural,Nairobi
Car,Motorbike,19/02/18,05:11,1,20,60,56,1,1,0,Commercial,Mombasa
Car,Car,06/06/18,08:41,0,2,70,65,1,1,0,Agricultural,Kehancha
Car,Bicycle,14/01/18,08:50,0,15,30,31,1,1,0,Residential,Nairobi
Pedestrian,Motorbike,07/12/18,01:12,0,39,40,39,N/A,1,0,Residential,Nairobi
Motorbike,Car,11/09/18,09:55,1,16,40,33,1,1,0,Commercial,Nairobi
Car,Car,07/06/18,20:07,0,14,40,37,1,1,0,Residential,Kikuyu
Bicycle,Motorbike,18/11/18,19:49,1,19,40,35,N/A,1,1,Commercial,Nakuru
Pedestrian,Pedestrian,23/12/18,20:17,0,10,20,25,N/A,0,0,Agricultural,Kikuyu
Bicycle,Car,10/08/18,08:13,0,6,30,37,0,1,1,Transport,Nairobi
Bicycle,Car,08/10/18,05:53,0,14,50,52,1,1,0,Residential,Mombasa
Motorbike,Car,19/10/18,00:47,0,10,50,36,1,1,0,Agricultural,Nairobi
Car,Pedestrian,10/08/18,20:36,0,10,40,36,1,1,0,Residential,Kehancha
Bicycle,Bicycle,02/04/18,18:10,0,14,20,11,N/A,1,0,Agricultural,Kehancha
Bicycle,Bicycle,10/02/18,19:05,1,13,30,16,N/A,1,0,Residential,Kisumu
Motorbike,Car,01/08/18,10:17,1,9,40,33,1,1,0,Residential,Mombasa
Car,Car,02/01/18,10:21,1,11,60,63,1,1,0,Residential,Mombasa
Bicycle,Motorbike,20/06/18,18:32,0,42,20,10,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,11/08/18,17:17,0,15,30,20,N/A,1,0,Residential,Mombasa
Car,Car,20/04/18,20:31,1,32,50,61,0,1,0,Residential,Eldoret
Car,Pedestrian,02/04/18,10:16,0,28,50,43,0,1,0,Agricultural,Nairobi
Motorbike,Car,01/10/18,08:41,0,26,40,39,0,1,0,Agricultural,Nairobi
Motorbike,Motorbike,09/08/18,17:34,1,14,20,16,N/A,1,0,Residential,Nairobi
Car,Car,11/01/18,19:10,0,17,40,48,1,1,0,Residential,Mombasa
Car,Car,02/12/18,20:42,1,16,40,44,1,1,0,Transport,Mombasa
Pedestrian,Pedestrian,22/07/18,18:33,0,32,30,30,N/A,0,0,Residential,Kehancha
Bicycle,Pedestrian,25/07/18,21:56,1,23,30,39,N/A,1,0,Residential,Kisumu
Car,Car,09/01/18,14:24,0,24,50,53,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,03/02/18,18:13,0,18,40,43,N/A,0,0,Residential,Nairobi
Car,Car,07/12/18,20:48,0,11,60,67,0,1,1,Commercial,Mombasa
Bicycle,Bicycle,28/06/18,22:44,0,17,30,43,N/A,1,0,Residential,Nakuru
Motorbike,Car,12/02/18,22:42,1,19,70,73,1,1,0,Commercial,Nairobi
Car,Bicycle,13/03/18,17:15,1,29,50,42,1,1,0,Residential,Mombasa
Motorbike,Car,08/01/18,17:24,0,22,40,30,0,1,0,Residential,Nairobi
Car,Motorbike,02/07/18,08:46,1,9,40,43,1,1,0,Industrial,Nairobi
Bicycle,Pedestrian,07/03/18,04:59,0,11,30,37,N/A,1,0,Commercial,Kikuyu
Car,Car,05/07/18,17:52,1,1,50,50,0,1,0,Residential,Kikuyu
Car,Car,14/11/18,15:47,0,25,50,47,1,1,0,Residential,Nairobi
Car,Motorbike,25/11/18,19:33,0,17,50,41,0,1,1,Transport,Eldoret
Car,Car,28/06/18,08:40,1,13,60,51,0,1,0,Commercial,Mombasa
Bicycle,Bicycle,24/05/18,19:37,0,14,30,30,N/A,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,02/04/18,10:59,0,19,20,26,N/A,0,0,Agricultural,Kisumu
Car,Car,02/05/18,09:28,1,12,40,47,0,1,0,Residential,Kehancha
Motorbike,Car,20/04/18,03:56,0,13,40,49,0,1,0,Residential,Kehancha
Car,Car,08/04/18,06:26,1,26,50,52,1,1,0,Residential,Nairobi
Motorbike,Car,26/05/18,17:08,0,35,60,66,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,20/05/18,18:25,1,3,20,16,N/A,0,0,Industrial,Nairobi
Pedestrian,Bicycle,15/07/18,19:52,0,27,20,19,N/A,1,0,Commercial,Nairobi
Bicycle,Bicycle,26/09/18,18:25,1,14,20,33,N/A,0,0,Residential,Nairobi
Car,Bicycle,12/12/18,19:23,1,7,30,35,1,1,0,Commercial,Nakuru
Bicycle,Motorbike,26/01/18,20:21,0,33,20,13,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,14/10/18,19:35,0,26,20,14,N/A,1,0,Agricultural,Mombasa
Bicycle,Motorbike,04/01/18,17:43,1,10,20,19,N/A,1,0,Industrial,Nairobi
Pedestrian,Bicycle,12/05/18,17:26,1,1,40,40,N/A,0,0,Residential,Nairobi
Car,Car,22/01/18,10:51,1,32,50,49,1,1,0,Transport,Kisumu
Car,Car,02/01/18,17:39,0,4,70,62,1,1,0,Agricultural,Nairobi
Car,Car,21/03/18,12:00,0,9,60,57,1,1,0,Residential,Mombasa
Bicycle,Pedestrian,11/04/18,17:52,1,14,20,26,N/A,0,0,Residential,Nairobi
Car,Car,17/09/18,04:51,0,25,40,40,1,1,0,Residential,Nairobi
Car,Car,11/02/18,22:47,0,2,40,36,1,1,0,Agricultural,Kehancha
Car,Car,05/08/18,09:23,0,3,50,62,1,1,0,Residential,Nairobi
Bicycle,Bicycle,09/04/18,20:43,0,3,30,42,N/A,0,0,Agricultural,Nairobi
Bicycle,Bicycle,06/07/18,09:01,1,2,20,18,N/A,0,0,Transport,Nairobi
Pedestrian,Bicycle,13/08/18,11:39,1,27,30,24,N/A,1,0,Residential,Nairobi
Motorbike,Motorbike,13/04/18,20:20,0,20,40,30,N/A,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,05/05/18,17:17,1,29,40,35,N/A,1,0,Commercial,Nairobi
Bicycle,Bicycle,03/05/18,19:16,1,11,30,27,N/A,1,0,Commercial,Kisumu
Car,Car,15/04/18,17:34,0,24,70,71,1,1,0,Residential,Mombasa
Car,Pedestrian,25/09/18,09:41,0,23,30,35,1,1,0,Agricultural,Nairobi
Car,Motorbike,13/02/18,09:04,1,12,60,62,0,1,1,Residential,Nakuru
Pedestrian,Bicycle,21/05/18,10:34,1,38,30,21,N/A,1,0,Residential,Nairobi
Car,Motorbike,02/03/18,18:54,0,24,40,34,0,1,0,Agricultural,Mombasa
Bicycle,Pedestrian,05/06/18,17:19,0,19,30,38,N/A,0,0,Industrial,Nairobi
Car,Car,11/08/18,10:23,1,3,40,27,1,1,0,Residential,Nairobi
Car,Car,24/11/18,09:23,1,5,60,50,1,1,0,Commercial,Nairobi
Pedestrian,Bicycle,17/07/18,10:18,0,1,30,36,N/A,0,0,Residential,Kisumu
Motorbike,Pedestrian,12/07/18,07:36,1,15,30,18,N/A,1,0,Commercial,Nakuru
Car,Car,01/01/18,10:47,0,24,60,67,1,1,0,Residential,Kehancha
Car,Car,14/07/18,18:26,1,31,50,43,0,1,0,Residential,Nakuru
Motorbike,Car,13/09/18,08:39,0,7,60,73,1,1,0,Residential,Nairobi
Motorbike,Car,15/02/18,00:29,0,8,60,70,0,1,1,Industrial,Nakuru
Pedestrian,Pedestrian,27/01/18,01:28,0,2,40,30,N/A,0,0,Commercial,Nairobi
Motorbike,Bicycle,20/09/18,14:08,1,21,30,31,N/A,1,0,Commercial,Nairobi
Car,Motorbike,01/08/18,20:11,0,20,20,20,0,1,0,Residential,Nairobi
Bicycle,Bicycle,04/05/18,15:05,0,11,30,32,N/A,1,0,Commercial,Mombasa
Motorbike,Pedestrian,12/01/18,09:26,0,23,20,9,N/A,1,0,Industrial,Mombasa
Motorbike,Motorbike,25/07/18,09:11,0,6,40,35,N/A,1,0,Agricultural,Kikuyu
Motorbike,Bicycle,09/10/18,17:18,0,20,40,37,N/A,1,0,Agricultural,Nakuru
Car,Motorbike,13/12/18,19:06,1,6,40,45,0,1,0,Residential,Nairobi
Car,Car,20/01/18,08:34,0,25,70,79,1,1,0,Residential,Mombasa
Motorbike,Motorbike,05/07/18,09:47,0,24,40,31,N/A,1,0,Residential,Nairobi
Car,Car,01/03/18,13:22,1,24,60,65,0,1,0,Commercial,Nakuru
Motorbike,Pedestrian,18/07/18,17:12,1,2,30,33,N/A,1,0,Transport,Nairobi
Car,Car,20/05/18,18:21,0,20,40,29,1,1,0,Commercial,Mombasa
Car,Car,21/11/18,09:02,0,9,60,59,1,1,0,Industrial,Nairobi
Car,Car,28/05/18,09:17,0,23,50,51,0,1,0,Residential,Eldoret
Car,Car,03/05/18,19:19,0,6,60,62,1,1,1,Residential,Mombasa
Car,Car,23/07/18,17:38,0,45,40,41,0,1,0,Agricultural,Mombasa
Car,Car,22/09/18,16:33,1,25,70,66,0,1,1,Commercial,Kehancha
Pedestrian,Car,24/12/18,19:26,0,12,40,36,0,1,0,Commercial,Nairobi
Motorbike,Car,04/11/18,09:35,0,14,40,29,1,1,0,Agricultural,Nairobi
Car,Pedestrian,18/10/18,03:17,1,13,20,28,0,1,0,Commercial,Nairobi
Pedestrian,Bicycle,07/07/18,18:14,0,21,20,13,N/A,0,0,Residential,Nairobi
Pedestrian,Car,19/09/18,20:15,1,19,40,36,0,1,0,Commercial,Nairobi
Car,Car,04/08/18,20:38,1,4,60,57,1,1,0,Residential,Nairobi
Car,Car,04/08/18,09:57,1,7,50,51,1,1,0,Transport,Nairobi
Car,Car,21/04/18,20:48,1,33,50,52,1,1,0,Commercial,Mombasa
Pedestrian,Motorbike,06/07/18,00:11,0,12,20,12,N/A,1,0,Agricultural,Mombasa
Car,Car,02/11/18,17:44,0,16,40,43,0,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,22/09/18,09:01,1,30,30,25,N/A,0,0,Residential,Nairobi
Car,Car,28/07/18,08:05,0,22,50,48,1,1,0,Transport,Nairobi
Car,Car,07/11/18,18:20,0,26,40,39,1,0,0,Residential,Nairobi
Car,Car,04/10/18,10:58,0,23,50,52,0,1,1,Agricultural,Nairobi
Motorbike,Motorbike,03/01/18,09:31,0,12,40,27,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,28/06/18,19:24,0,13,30,31,N/A,1,0,Residential,Mombasa
Car,Motorbike,05/07/18,18:15,1,10,50,45,1,1,0,Residential,Nairobi
Motorbike,Car,15/06/18,18:33,1,11,20,22,1,1,0,Residential,Mombasa
Bicycle,Bicycle,02/11/18,04:08,0,29,30,29,N/A,0,0,Agricultural,Eldoret
Pedestrian,Bicycle,12/11/18,11:32,0,15,30,22,N/A,0,0,Commercial,Kisumu
Car,Car,02/03/18,09:02,1,4,50,50,1,1,0,Transport,Nairobi
Pedestrian,Bicycle,24/11/18,08:19,0,7,30,24,N/A,1,0,Agricultural,Nairobi
Car,Car,27/03/18,08:49,0,16,50,53,1,1,0,Agricultural,Nairobi
Bicycle,Bicycle,19/10/18,08:20,1,4,30,32,N/A,1,0,Commercial,Nairobi
Car,Car,15/08/18,20:15,1,3,50,59,1,1,0,Residential,Nairobi
Motorbike,Bicycle,26/01/18,08:42,0,18,20,15,N/A,1,0,Residential,Nairobi
Car,Pedestrian,20/06/18,09:20,0,37,40,35,1,1,0,Agricultural,Nairobi
Car,Car,07/04/18,08:21,1,6,70,59,0,1,0,Residential,Mombasa
Car,Motorbike,21/05/18,14:41,0,13,40,34,0,1,0,Agricultural,Nairobi
Motorbike,Bicycle,03/07/18,17:37,0,11,40,34,N/A,1,0,Residential,Mombasa
Motorbike,Car,04/07/18,17:12,0,5,50,39,0,1,0,Commercial,Kikuyu
Car,Car,06/07/18,05:08,0,1,50,53,1,0,0,Residential,Nairobi
Pedestrian,Motorbike,02/11/18,19:03,0,15,20,13,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,17/10/18,14:11,0,5,20,23,N/A,0,0,Industrial,Nairobi
Car,Car,20/04/18,08:48,0,25,70,56,1,1,0,Residential,Nairobi
Bicycle,Bicycle,09/09/18,08:03,0,26,20,30,N/A,1,0,Residential,Kikuyu
Car,Car,16/11/18,17:57,1,11,50,39,0,1,0,Residential,Nairobi
Car,Pedestrian,08/11/18,17:28,0,13,20,25,1,0,0,Residential,Nairobi
Car,Car,02/03/18,17:26,1,24,40,30,1,0,0,Transport,Nairobi
Bicycle,Bicycle,21/05/18,06:25,0,21,30,26,N/A,1,0,Agricultural,Nairobi
Bicycle,Bicycle,15/05/18,09:34,1,5,30,16,N/A,1,0,Industrial,Nairobi
Car,Motorbike,09/04/18,09:01,0,26,50,41,0,1,0,Residential,Kikuyu
Bicycle,Bicycle,17/03/18,09:41,1,15,20,33,N/A,1,0,Commercial,Nairobi
Bicycle,Pedestrian,15/09/18,10:01,0,28,20,24,N/A,1,0,Agricultural,Nairobi
Car,Car,15/07/18,02:17,0,8,30,27,0,1,0,Residential,Nairobi
Car,Pedestrian,22/06/18,18:17,0,14,40,48,1,0,0,Agricultural,Nairobi
Motorbike,Bicycle,01/05/18,17:42,0,14,30,33,N/A,1,0,Industrial,Nairobi
Car,Car,26/10/18,17:07,0,22,60,47,1,1,0,Residential,Nairobi
Bicycle,Bicycle,21/09/18,17:41,0,38,20,22,N/A,0,0,Agricultural,Kehancha
Bicycle,Bicycle,18/02/18,13:43,0,10,30,25,N/A,1,0,Residential,Nairobi
Car,Bicycle,01/02/18,09:48,0,20,30,31,1,1,0,Transport,Nairobi
Bicycle,Bicycle,07/02/18,18:14,1,12,30,22,N/A,0,0,Residential,Nakuru
Car,Motorbike,16/10/18,19:26,0,14,70,70,1,1,1,Agricultural,Kisumu
Motorbike,Pedestrian,01/02/18,19:04,0,16,20,17,N/A,1,0,Residential,Kehancha
Car,Motorbike,18/08/18,18:57,1,10,70,70,0,1,0,Residential,Nakuru
Motorbike,Pedestrian,10/10/18,09:26,1,9,40,37,N/A,1,0,Residential,Kisumu
Bicycle,Pedestrian,21/02/18,05:41,0,13,40,37,N/A,0,0,Agricultural,Nairobi
Car,Car,20/04/18,20:06,0,22,40,41,1,1,0,Commercial,Nairobi
Bicycle,Pedestrian,16/12/18,18:26,0,2,20,17,N/A,0,0,Residential,Nairobi
Car,Car,18/06/18,18:17,0,18,30,34,1,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,12/02/18,18:27,0,32,20,20,N/A,0,0,Commercial,Eldoret
Bicycle,Motorbike,23/02/18,08:53,1,18,40,39,N/A,1,0,Residential,Kikuyu
Motorbike,Bicycle,27/07/18,08:37,0,24,30,33,N/A,1,0,Agricultural,Nairobi
Car,Bicycle,20/01/18,10:03,1,6,30,40,1,1,0,Residential,Kikuyu
Pedestrian,Pedestrian,24/09/18,17:25,0,27,20,12,N/A,0,0,Commercial,Kisumu
Car,Car,09/11/18,08:18,0,30,40,48,1,1,0,Agricultural,Nairobi
Motorbike,Motorbike,18/04/18,19:07,0,2,40,36,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,10/09/18,11:34,0,28,40,31,1,1,0,Residential,Nairobi
Car,Bicycle,10/02/18,17:39,1,22,20,24,0,1,0,Residential,Kisumu
Bicycle,Pedestrian,02/04/18,17:40,0,24,20,22,N/A,0,0,Agricultural,Kisumu
Bicycle,Bicycle,24/04/18,09:33,1,16,30,37,N/A,1,0,Transport,Eldoret
Car,Car,27/10/18,03:51,0,44,50,38,1,1,0,Residential,Mombasa
Car,Car,28/02/18,15:43,1,16,50,37,1,1,0,Agricultural,Nairobi
Car,Car,02/08/18,18:48,1,18,60,52,0,1,0,Residential,Nairobi
Pedestrian,Bicycle,10/12/18,08:38,1,13,30,29,N/A,1,0,Commercial,Nairobi
Bicycle,Motorbike,17/05/18,08:43,1,12,40,42,N/A,1,0,Commercial,Kikuyu
Pedestrian,Bicycle,17/01/18,08:24,0,20,30,30,N/A,1,0,Agricultural,Eldoret
Car,Pedestrian,11/09/18,10:52,1,2,50,58,1,0,0,Commercial,Nairobi
Bicycle,Bicycle,07/09/18,17:09,1,25,30,25,N/A,0,0,Residential,Nairobi
Bicycle,Bicycle,16/09/18,19:00,0,6,30,40,N/A,1,0,Commercial,Mombasa
Bicycle,Pedestrian,26/05/18,10:01,0,43,30,15,N/A,1,0,Agricultural,Nairobi
Car,Car,03/09/18,17:29,0,19,40,37,1,0,0,Agricultural,Nairobi
Bicycle,Car,04/09/18,15:38,1,13,30,28,1,1,0,Residential,Nairobi
Motorbike,Car,07/03/18,00:40,0,17,40,41,0,1,0,Industrial,Mombasa
Motorbike,Pedestrian,22/03/18,08:48,1,20,40,40,N/A,1,0,Residential,Mombasa
Bicycle,Bicycle,26/11/18,08:40,0,33,30,35,N/A,1,0,Agricultural,Kikuyu
Pedestrian,Car,21/02/18,22:08,0,4,30,38,1,0,0,Residential,Mombasa
Car,Car,08/10/18,08:55,0,15,50,52,0,1,0,Agricultural,Mombasa
Bicycle,Bicycle,06/11/18,10:22,0,25,30,28,N/A,1,0,Agricultural,Nairobi
Pedestrian,Bicycle,02/05/18,09:41,0,10,30,23,N/A,1,0,Residential,Nairobi
Motorbike,Pedestrian,19/02/18,17:02,0,28,20,14,N/A,1,0,Residential,Mombasa
Car,Car,05/06/18,18:42,1,6,50,50,0,1,0,Commercial,Nairobi
Bicycle,Bicycle,12/08/18,17:54,0,27,30,16,N/A,0,0,Agricultural,Nairobi
Motorbike,Motorbike,25/02/18,17:35,0,28,60,55,N/A,1,0,Residential,Mombasa
Car,Car,02/02/18,18:17,0,29,60,65,0,1,0,Agricultural,Mombasa
Bicycle,Bicycle,15/01/18,20:28,1,19,30,25,N/A,1,0,Residential,Kikuyu
Pedestrian,Bicycle,02/03/18,18:10,0,6,20,15,N/A,0,0,Agricultural,Mombasa
Motorbike,Car,05/12/18,17:08,0,7,70,59,1,1,0,Residential,Mombasa
Bicycle,Car,03/10/18,17:15,1,0,30,23,1,0,0,Residential,Mombasa
Car,Car,16/07/18,22:17,0,13,50,46,1,1,0,Agricultural,Mombasa
Bicycle,Bicycle,10/03/18,12:58,0,19,30,39,N/A,1,0,Transport,Nakuru
Motorbike,Bicycle,27/04/18,20:30,0,11,30,18,N/A,1,0,Agricultural,Kisumu
Pedestrian,Bicycle,12/10/18,20:56,0,6,30,39,N/A,1,0,Residential,Nairobi
Motorbike,Motorbike,15/05/18,22:08,0,20,40,49,N/A,1,0,Agricultural,Mombasa
Motorbike,Motorbike,08/03/18,08:16,0,16,40,49,N/A,1,1,Residential,Nairobi
Car,Car,14/02/18,19:12,1,25,50,53,1,1,0,Industrial,Nairobi
Motorbike,Motorbike,15/07/18,20:21,0,7,60,65,N/A,1,1,Commercial,Kehancha
Car,Car,21/02/18,17:56,1,16,70,74,0,1,0,Commercial,Kisumu
Pedestrian,Bicycle,10/07/18,17:50,0,28,30,32,N/A,0,0,Agricultural,Nakuru
Car,Car,19/11/18,16:32,1,11,60,45,1,1,0,Industrial,Nairobi
Pedestrian,Bicycle,23/12/18,17:21,0,8,40,28,N/A,0,0,Residential,Nairobi
Car,Motorbike,01/11/18,19:25,1,11,50,51,0,1,0,Residential,Nairobi
Car,Car,08/02/18,08:52,1,26,50,50,1,1,0,Transport,Nairobi
Car,Motorbike,08/05/18,18:16,0,6,60,70,1,1,0,Residential,Eldoret
Car,Car,09/11/18,09:59,0,16,50,48,0,1,0,Residential,Kehancha
Bicycle,Motorbike,24/07/18,19:23,1,22,30,30,N/A,1,0,Commercial,Nakuru
Bicycle,Pedestrian,21/11/18,09:19,0,10,30,39,N/A,1,0,Agricultural,Mombasa
Motorbike,Car,28/08/18,18:29,0,28,30,20,0,1,0,Residential,Nairobi
Bicycle,Bicycle,19/11/18,20:04,0,11,40,40,N/A,1,0,Residential,Kikuyu
Motorbike,Bicycle,16/09/18,19:09,1,5,40,44,N/A,1,0,Residential,Kisumu
Car,Car,09/07/18,22:54,0,31,50,60,1,1,0,Industrial,Mombasa
Bicycle,Pedestrian,23/08/18,20:58,0,11,20,26,N/A,1,0,Agricultural,Mombasa
Motorbike,Car,06/08/18,06:16,0,22,40,36,1,1,0,Residential,Mombasa
Car,Motorbike,14/12/18,10:47,1,19,40,44,1,1,0,Residential,Nairobi
Car,Car,10/10/18,18:48,0,10,40,36,1,0,0,Industrial,Mombasa
Pedestrian,Car,01/10/18,18:33,0,8,50,45,1,1,0,Agricultural,Nairobi
Motorbike,Car,01/04/18,16:48,1,17,40,36,1,1,0,Transport,Nairobi
Car,Motorbike,22/03/18,17:05,0,34,40,42,1,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,05/12/18,13:04,1,23,40,38,N/A,0,0,Residential,Mombasa
Car,Bicycle,05/07/18,22:02,0,25,30,30,1,1,0,Residential,Nairobi
Motorbike,Bicycle,28/02/18,18:01,0,19,40,41,N/A,1,0,Agricultural,Eldoret
Car,Car,16/08/18,17:08,0,19,50,52,1,1,0,Residential,Nairobi
Car,Car,28/03/18,14:29,0,28,70,71,1,1,1,Residential,Nairobi
Car,Bicycle,25/03/18,18:02,0,16,40,45,1,0,0,Residential,Mombasa
Car,Bicycle,10/02/18,08:03,0,10,30,24,0,1,0,Agricultural,Eldoret
Motorbike,Bicycle,14/12/18,20:00,1,12,40,50,N/A,1,0,Residential,Kikuyu
Motorbike,Bicycle,10/09/18,17:25,0,9,30,30,N/A,1,0,Residential,Nairobi
Car,Car,08/11/18,19:48,1,28,40,42,0,1,0,Commercial,Eldoret
Bicycle,Bicycle,16/09/18,17:39,0,24,30,23,N/A,0,0,Residential,Nairobi
Car,Car,14/10/18,08:22,0,25,50,52,1,1,0,Agricultural,Nairobi
Car,Car,28/02/18,09:55,0,24,40,48,1,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,16/01/18,20:40,1,7,20,6,N/A,1,0,Commercial,Eldoret
Car,Car,23/07/18,02:18,0,1,50,54,1,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,13/08/18,20:29,0,5,20,15,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,27/07/18,18:29,1,20,20,19,N/A,1,0,Residential,Nairobi
Car,Car,03/11/18,13:23,0,21,60,60,1,1,0,Residential,Nakuru
Car,Car,19/10/18,18:32,1,4,50,64,1,0,0,Commercial,Nairobi
Motorbike,Car,24/05/18,18:21,0,11,40,46,1,1,0,Residential,Nairobi
Bicycle,Bicycle,08/11/18,21:34,0,1,30,35,N/A,0,0,Commercial,Nairobi
Pedestrian,Car,03/03/18,17:03,0,22,40,40,1,0,0,Agricultural,Mombasa
Motorbike,Bicycle,21/09/18,20:01,1,16,40,46,N/A,1,0,Residential,Nairobi
Car,Motorbike,20/07/18,13:21,0,4,60,60,1,1,1,Agricultural,Nairobi
Pedestrian,Car,03/03/18,09:00,1,20,30,18,1,1,0,Residential,Nairobi
Car,Car,24/11/18,14:45,0,18,50,40,1,1,0,Industrial,Nairobi
Motorbike,Car,12/02/18,01:23,1,13,60,60,0,1,1,Transport,Nairobi
Motorbike,Pedestrian,07/10/18,08:48,0,0,20,21,N/A,1,0,Residential,Mombasa
Car,Car,19/03/18,18:04,1,24,40,30,1,0,0,Residential,Nakuru
